id	url	page
f2fcc8bd15663daeb87baa5db9429bb0	https://www.gov.bm//articles/standard-poor%E2%80%99s-sp-has-reaffirmed-bermudas-sovereign-credit-rating-0	1
fada111bf25a353fac0d089c6feb9e19	https://www.gov.bm//articles/upcoming-asbestos-abatement-supervisors-and-workers-certificate-training	1
4d142551c15531ffb93a141edcedafa2	https://www.gov.bm//articles/dwd-offers-free-nccer-construction-industry-basic-safety-certification	1
3d48b2d726613a4b90d1c76c4c653d26	https://www.gov.bm//articles/department-corrections-launches-new-campaign-recruit-corrections-officers	1
72b6e33dc4063ab180c4538ce549ccd6	https://www.gov.bm//articles/coronation-garden-opening	1
a7251d7c3fa036e2b499197700b183f1	https://www.gov.bm//articles/minister-home-affairs-participates-caribbean-renewable-energy-forum-0	1
3edc3889c38c33648204c8612465adb5	https://www.gov.bm//articles/reminder-london-office-event-bermudians	1
f4819fe7a5163022a59ad04db318ab45	https://www.gov.bm//articles/2023-agricultural-exhibition	1
5fb090e256fe39d0ae3808867ac785de	https://www.gov.bm//articles/king-charles-iii-coronation-stamp-release	1
4fc92b40056437699e5a2fd6c0670128	https://www.gov.bm//articles/financial-assistance-reform-strengthening-social-protections-bermudians	1
73ec9420e36d3c1ea70158046cda603e	https://www.gov.bm//articles/education-reform-update	2
78285b823dce3e29aac5119d31953296	https://www.gov.bm//articles/celebration-electrification-public-bus-fleet	2
2eb86005300b3f1e9b5beb92975d1308	https://www.gov.bm//articles/royal-bermuda-regiment-coast-guard-update	2
6702364c71aa3671aa3fc8af6e69a37d	https://www.gov.bm//articles/transport-minister-welcomes-increased-airlift-between-bermuda-and-nyc-area-airports	2
ff9576439f4c3e5da0726f24fc1b66d5	https://www.gov.bm//articles/governor-and-premier-attend-kings-coronation	2
94edeef7588c36409040a529dda4d687	https://www.gov.bm//articles/governor-supports-upcoming-childrens-reading-festival	2
95bc774ec1f939b283a377c01f495424	https://www.gov.bm//articles/2022-environmental-statistics-compendium	2
ad73ead3284b3fed927e07f2dcb73677	https://www.gov.bm//articles/construction-restore-public-access-achilles-bay-underway	2
e654ab5794ad3a1499c53e8155247792	https://www.gov.bm//articles/prevention-week-focus-dangers-vaping	2
c70430be52b13c1caaba23710824764e	https://www.gov.bm//articles/heritage-month-2023-calendar	2
64fccb210b92377f96f4e947cc19f6fb	https://www.gov.bm//articles/integrated-breast-cancer-pathway	3
9efa98c83dd43149a856da51fb644214	https://www.gov.bm//articles/community-centre-mural-partnership	3
7f412004052c39859a7a221533ff7767	https://www.gov.bm//articles/world-asthma-day-remarks-minister-health	3
4a36dfda832a3542a813efd4a2add153	https://www.gov.bm//articles/58th-annual-middle-and-senior-school-art-exhibition-open-until-may-16th	3
66383b0a92f3322eb49f57381cfd362e	https://www.gov.bm//articles/public-consultation-deadline-fairmont-southampton-sdo-extended	3
38b83f4fcf763294af6ac402771f61b9	https://www.gov.bm//articles/minimum-hourly-wage-rate-advisory	3
995133b761543a6f8c99d15e8113672f	https://www.gov.bm//articles/deputy-police-commissioner-swearing	3
301c7c4d2960383f968fdff5a72860d1	https://www.gov.bm//articles/celebrating-heritage-month-2023	3
088c024e0e833f93a7e97bfbd96ecb78	https://www.gov.bm//articles/national-security-permanent-secretary	3
0e586ae4cf9c36599ccb221d42629b52	https://www.gov.bm//articles/internationals-workers-day	3
8b3ffc2fdba931e7961eb8a0c7ae78d8	https://www.gov.bm//articles/government-launches-led-stimulus-package	4
568ce6c4f94a31aea8aa7fb2f5b51bc5	https://www.gov.bm//articles/may-foster-care-month-0	4
5ef7c725cd1d38cea58ec9f324490d73	https://www.gov.bm//articles/healthypeople-bda-app-launch	4
95b216c50938373fb2581561d4bc035b	https://www.gov.bm//articles/deadline-extended-2023-public-service-bursary-awards	4
b895de82cc4c31f79fdc041b555fd127	https://www.gov.bm//articles/department-education-registration-date-extended	4
4b1c060dc5f53fffb540a167dc855695	https://www.gov.bm//articles/minister-hayward-leads-bermuda-delegation-rims-annual-conference	4
45b9ea14c55d347fb73005ae2dd5f990	https://www.gov.bm//articles/summer-ferry-schedule-starts-monday	4
8028f075ec813c2da08f9ba264d7557b	https://www.gov.bm//articles/premier-thanks-retiring-public-officers-their-service	4
7da0263a710a35fbb94274ba0fcc7113	https://www.gov.bm//articles/statement-minister-education-and-premier-27-april-2023	4
1e4809c68d5a3b0dbc9a83ae798fb9dd	https://www.gov.bm//articles/coronation-events	4
9964f66a56bf3fb2a3b95bf9dc8872d3	https://www.gov.bm//articles/return-bmu-code-2024	5
80f7754ce97433dcaa0f3b25ce119a36	https://www.gov.bm//articles/summer-day-camp-registration-opens-may-3-2023	5
871d222a5a9734b0ae99816aeffbe27d	https://www.gov.bm//articles/retail-sales-publication-%E2%80%93-january-2023	5
41456e57ccae3e3abd8cfd414db0a401	https://www.gov.bm//articles/january-2023-consumer-price-index	5
ceef362dcea23a4d85f7085ede98fe75	https://www.gov.bm//articles/registry-general-recognises-world-intellectual-property-day-2023	5
a1fe49cd37ad3055a2136b4285f28149	https://www.gov.bm//articles/annual-peppercorn-ceremony	5
945e31ff1cdd39e9bfe752bac2d9775e	https://www.gov.bm//articles/prestigious-dr-barbara-ball-public-health-scholarship-opened-students	5
b470309209a83ec19a086f41be78dbd1	https://www.gov.bm//articles/disney-cruise-line-increase-2023-visits-bermuda	5
0489958ff41b341898efcb7795fcd106	https://www.gov.bm//articles/vaccination-week-americas-2023	5
6ee46aa80fb73754877626e14089b317	https://www.gov.bm//articles/transformation-botanical-gardens-underway-ahead-thursdays-kick-80th-ag-show	5
6add9579f20e3ec199b918d98f199ed9	https://www.gov.bm//articles/deadline-extended-bermuda-day-parade-entries	6
f98b43fa2431329c93f22f01d5dafd2a	https://www.gov.bm//articles/bermudians-uk-invited-attend-%E2%80%98bermuda-dinner-and-dialogue%E2%80%99	6
202f784cb2153c3ba8bb43174ee5ddcc	https://www.gov.bm//articles/minister-economy-labour-thanks-organisers-and-sponsors-successful-international-tech-summit	6
